idEvento,idLocal,inicio,cep,descricao
1811420905812266,836555646382493,2017-01-13T22:00:00-0200,30130-160,VersalleMovidos pela vontade de fazer algo diferente do que rolava na cena musical em Porto Velho/RO quatro amigos se reuniram em outubro de 2009 e em 2017 se apresentam pela primeira vez em Belo Horizonte n' A Autêntica. Se permitindo cada vez à experimentações e provocações. Gravaram duas músicas e lançaram na internet surgiu então o primeiro show e desde então não pararam mais. Circularam na cena alternativa da capital rondoniense tocando em eventos e festivais de rock.Apesar da formação jovem entre 21 e 24 anos a banda é muito madura musicalmente. Com um som cheio de personalidade e nuances melódicas que trafegam do moderno ao retrô com pitadas de romantismo ecoante.Em sua recente história a Versalle participou do reality musical da Rede Globo – SuperStar onde foi finalista do programa além de ter recentente seu disco Distante Em Algum Lugar indicado ao Grammy Latino como melhor álbum de rock em língua portuguesa aproveitando a projeção nacional para se reinventar e seguir Avante rumo a Marte.El Toro FuerteGrande expoente do real emo brasileiro seguindo os passos e caminhando junto de nomes da Geração Perdida de Minas Gerais apresenta seu primeiro trabalho intitulado “Um Tempo Lindo Para Estar Vivo” lançado pelo selo fluminense Bichano Records e com uma excelente repercussão na mídia especializada. Sinestésico catártico e impetuoso a mescla de gêneros como o math-rock e elementos da mpb vem conquistando um séquito fiel Brasil afora.Quem: Versalle + El Toro FuerteOnde: A Autêntica - Rua Alagoas 1172 - SavassiQuando: 13 de janeiro (sexta-feira)Abertura da casa: 22hShow: 23hEntrada: Antecipado $2000Vendas antecipadas online no Symplahttps://www.sympla.com.br/versalle--el-toro-fuerte__108262Informações da casa:Vendas físicas n' A Autêntica - Segunda à Sexta de 11h às 14h+18 A entrada de menor de 18 anos só é permitida se acompanhado dos pais ou responsável legal.Aceitamos cartões de crédito Visa Mastercard Elo American Express e Diners.Não aceitamos cheques.Não possuímos guarda-volumes.Permitimos o acesso com mochila desde que a mesma seja revistada.Sujeito a lotação
1115088795278962,836555646382493,2017-01-10T19:00:00-0200,30130-160,Sarau de música e outras artes. Entrada: R$100 (Um real). Para agendar sua participação musical nas edições seguintes mande seu material para saraudofilizzola@gmail.com. Cada apresentação musical deve durar no máximo 10 minutos. O artista deverá tocar de uma a no máximo três músicas cuidando para que o tempo total da apresentação incluindo as falas não ultrapasse 10 minutos. Nossa preferência é por trabalhos autorais. Poetas e artistas de outras áreas também devem agendar com antecedência suas apresentações. Como o foco do sarau é a música autoral os poetas deverão se apresentar durante a montagem do palco para os números musicais e suas apresentações devem limitar-se a um único poema não muito longo. Mais informações em www.saraudofilizzola.com
358996857804314,836555646382493,2017-01-07T23:00:00-0200,30130-160,Compre Já : http://bit.ly/festapopbh  Já anota na agenda e Convida os amigos que SÁBADO dia 07/01 tem Pop Me Glow na Autêntica com muita gente bonita tinta fluorescente neon e muito pop a noite toda! Garanta Antecipado e vem brilhar com a gente ♥ Ariana Grande  Amy Winehouse Beyonce Bruno Mars Florence Lana del Rey Katy Perry Twenty One Pilots Taylor Swift Avril Lavigne Madonna Maroon 5 Lady Gaga DNCE Justin Bieber Britney e muito mais◉ GARANTA INGRESSOS ANTECIPADOS  // http://bit.ly/festapopbh✔ -ANTECIPADO - $ 20 - LIMITADOS ✔ -NOME NA LISTA  ATÉ A MEIA NOITE E MEIA - $ 25 ( Postar Nomes Aqui no mural do evento) ✔ -NA PORTA APÓS A MEIA NOITE E MEIA - $ 30◉ SOBRE A FESTA /// ☞ Tintas todas aquelas músicas que a gente ama tinta neon amigos e pop a noite toda! ☞ Venha e saia pintando todo mundo e deixando se pintar.. Convida os amigos que vai ser incrível !!☞ Se joga na pista da Pop Me Glow pra derrubar todos os forninhos que você vai se divertir a noite toda.☞ QUER COMEMORAR SEU ANIVERSÁRIO? Aniversariante do mês que comemorar na festa o aniversáriante entra OFF : Convide todos os amigos pro evento do facebook e no dia só apresentar o RG na porta que o aniversáriante do mês entra OFF.* Lista Sujeita a Lotação!♛ QUE MÚSICAS TOCA NA FESTA?♡ Alicia Keys Amy Whinehouse Ariana Grande Avril Lavigne A$AP Rocky Azelia Banks Baauer Beyoncé Big Sean Britney Spears Bruno Mars Capital Cities Calvin Harris Ciara Chris Brown Cheryl Cole Cobra Starship Coldplay Christina Aguilera Destiny’s Child Daft Punk Drake Ellie Goulding Eminem Fergie Florence & the Machine Flo Rida Foster the People Fun Gorilaz Gotye Katy Perry Kendrick Lamar Kylie Minogue Icona Pop Imagine Dragons Iggy Azalea JAY-Z Jessis J J-Lo Justin Timberlake Kanye West Kesha Lady Gaga Lana del Rey Lil’ Wayne Lilly Allen LMFAO Macklemore Madonna Major Lazer Marina & The Diamonds Maroon 5 Megha Trainor MGMT Michael Jackson Miley Cyrus M.I.A Mika Nicki Minaj Nelly No Doubt Odd Future Outkast Phareell Williams Pink Pitbull Run DMC Sam Smith Shakira SIA Snoop Dog Scissor Sisters  Souja Boy Spice Girls Swedish House Mafia TLC Tyler The Creator Tove Lo Usher e muito mais▶ POP ME GLOW @ A AUTÊNTICASÁBADO - 07/01 - 23 HRSEndereço : Rua Alagoas 1172 - Savassi - Belo HorizonteProibida a entrada de Menores de 18 anosAceitamos cartões de crédito Visa Mastercard Elo American Express e Diners.Não aceitamos cheques.Não possuímos guarda-volumes.Permitimos o acesso com mochila desde que a mesma seja revistada.Sujeito a lotação
1281193335278486,836555646382493,2016-12-23T23:00:00-0200,30130-160,Já convida todos amigos e garanta Ingressos que dia 23 Véspera do Natal tem Indie Party na Autêntica com Djs tocando muito indie rock a noite toda + um Set Especial THE KILLERS + TAME IMPALA pra gente comemorar as coisas boas do ano e dançar até amanhecer. Compre Ingressos Antecipados que já Garante entrada na festa ♡➸ Antecipados Promocional $ 25 ( http://bit.ly/indiebhtickets ) Pode levar Ingresso Impresso ou no Celular ➸ Na Porta Até a 00:30hrs - $ 30 Confirme presença no evento do facebook e escreva nomes no mural do evento. (Sujeito a lotação da casa)➸ Na Porta após as 00:30 hrs - $ 35✘ Tinta Neon ✘ Tinta Fluorescente ✘ Muito indie rock a noite toda ✘ Surpresas ✘ Arctic Monkeys Beatles Black Keys Blink 182 Capital Cities Florence Foster the People Lana del Rey Kings of Leon The Killers Oasis Strokes The Kooks TDCC e muito mais.▲ O QUE + TOCA NA FESTA? ♪ Indie Rock ⊙ Alabama Shakes Arcade Fire Arctic Monkeys Awolnation Bastille Bombay Bicycle Club Capital Cities Crystal Castles Cut Copy Daft Punk Empire of the Sun Franz Ferdinand Florence and the Machine Foals Foster the People Friendly Fires Gogol Bordello Gotye Metronomy Haim Hot Chip Ida Maria Imagine Dragoons Kaiser Chiefs Kings of Leon Lana del Rey LCD Soundsystem Lorde Los Hermanos MGMT M.I.A Miami Horror Modest Mouse Mumford &Sons Muse Oasis Peter Bjorn and John Phoenix Pixies Placebo Queens of Stone Age Radiohead Strokes Tame Impala The Black Keys The Cribs The Killers The Kooks The Libertines The Lumminers The Ting Tings The Vaccines The Weeknd The White Stripes The XX Two Door Cinema Club Vampire Weekend Yeah Yeah Yeahs Yuck ⊙ e muito mais ..Rock and Roll ⊙ AC/DC Beatles Blink 182 Blur David Bowie Foo Fighters Green Day Joy Division New Order Nirvana Offspring Pink Floyd Queen Ramones Red Hot Chilli Peppers Rolling Stones Smashing Pumpkins The Clash The Cure The Doors The Smiths The Who▲ FAZ ANIVERSÁRIO E QUER COMEMORAR NA INDIE PARTY? - Convide todos amigos para o evento na festa no facebook e no dia da festa se chegar na porta com no mínimo 5 amigos pagantes a entrada do aniversariante é VIP ( free)+ Se levar 10 amigos pagantes o aniversariante + 1 acompanhante entram VIP. * Sujeita a Lotação e Disponibilidade na Porta. ▲ INDIE PARTY @ A AUTÊNTICA ▲SEXTA - 23/12 - Garanta JáEndereço : Rua Alagoas 1172 - Savassi - Belo HorizonteA INDIE PARTY é uma festa de São Paulo que há 5 anos realiza edições superlotadas por várias cidades do Brasil com DJs tocando muito indie rock a noite toda Convide os amigos que a festa é nossa!Venha escutar muito indie rock e faça da nossa festa a sua festa!Proibida a entrada de menores de 18 anos ✰ +18Aceitamos cartões de crédito Visa Mastercard Elo American Express e Diners.Não aceitamos cheques.Não possuímos guarda-volumes.Permitimos o acesso com mochila desde que a mesma seja revistada.✕ ✕ ✕ ✕ ✕ ✕ ✕ ✕ ✕ ✕ ✕ ✕ ✕ ✕✕ ✕ ✕ ✕ ✕ ✕ ✕ ✕ ✕ ✕ ✕ ✕ ✕ ✕✕ ✕ ✕ ✕✕ ✕ ✕ ✕✕ ✕
1785905404996731,836555646382493,2016-12-22T22:00:00-0200,30130-160,Vai ter Noël! Vai ter show! Vai ter dj! Vai ter festa de natal com direito a brinde de aniversário! 4 anos de La Femme Qui Roule! Data querida com direito a shows do:-  M O O N S estreia em BH pós estreia nas Europa e lançamento do discão Songs of Wood & Fire;-  Teach Me Tiger a banda mais sexy cool da cidade que também acaba de lançar um super álbum;-  Jp Cardoso e aquela delícia de ser frescor de um verão dourado;++++DJs La Femme = livre discotecagem de outros artistas do selo tudo junto e misturado aka ménage mesmo [leia-se Bicho Branco Polse Leonardo Marques Henrique Cunha Invisível e Congo Congo].20$ dinheirosVendas antecipadas online no Sympla:https://www.sympla.com.br/noel-lfqr---moons--teach-me-tiger--djs-la-femme__105107Vendas físicas n' A Autêntica - segunda à sexta de 11h às 14h+ festa para maiores (e/ou menor de 18 com responsável)+ aceita-se cartões crédito e débito (visa master elo american express diners).+ cheques não+ não tem guarda-volumes (mas pode entrar com mochila but é revistada)CONHEÇA ESCUTE COMPARTILHE BAIXE OS DISCOS:  www.lafemmequiroule.com
1920310094863880,836555646382493,2016-12-21T14:00:00-0200,30130-160,OFICINA DE ÁUDIO PARA MULHERES DA MÚSICAO objetivo da oficina é trazer informações e conteúdo técnicos básicos sobre o processo de sonorização de shows. A ideia é contribuir para dar maior autonomia e independência às artistas e também propiciar diálogos mais produtivos e eficientes com a equipe técnica de som.A técnica de som é quem faz a ponte entre a artista e o público durante as transformações do som. Montagem do palco microfonação escolha de efeitos equilíbrio mixagem todo o trabalho da técnica reflete na obra que a artista imaginou e executou. Para isso é muito importante que as duas profissionais tenham confiança e um bom canal de diálogo conhecendo os papéis e interações possíveis alimentando ou dosando recursos para se chegar ao melhor. Abordagem:Sistema de sonorização para showsEquipamentosMontagemMicrofonaçãoPassagem de somDiálogo Artista/TécnicaMinistrada por Flora Guerra técnica de som fundou a produtora de áudio Maré Áudio Criativo onde produz conteúdo sonoro para publicidade audiovisual acessibilidade e música. Atua também com som ao vivo gravação e edição de áudio para shows e espetáculos de diversos artistas e projetos de Belo Horizonte.Em 2016 ofereceu essa mesma oficina durante os projetos Sonora - Ciclo Internacional de Compositoras e Zona LAMM - Laboratório de Artes Musicais para Mulheres.Inscrições pelo email: flora.marecriativo@gmail.comInvestimento: R$8000*a inscrição será confirmada com o envio do comprovante de pagamento por email.VAGAS LIMITADAS a 25 mulheres da música!Data: Quarta-feira 21 de dezembroHorário: de 14 às 20hsDados bancários:Maré Áudio CriativoCNPJ - 21960461/0001-86Banco ItaúAgência: 1430Conta Corrente: 06640-5**** Inscrições até domingo dia 18/12! *****
1216008308437938,205418359903248,2016-12-19T20:00:00-0200,30130-160,É com muito prazer que a Happy Feet Jazz Band convida a todos para mais um grande marco em sua história:O lançamento do 5o cd - SWING 'N' JIVE.O novo álbum promete muito swing com um perfil mais eclético fazendo releitura aos grandes períodos da história do jazz e demais estilos da música popular americana com o objetivo de levar até os mais leigos à pista de dança.Será uma noite inesquecível de muita muita festa!Não percam!!Onde: A Autêntica - Rua Alagoas 1172 - SavassiQuando: 19 de dezembro (segunda-feira)Horário: 20hEntrada: Promocional $1000Vendas antecipadas online no Symplahttps://www.sympla.com.br/happy-feet-jazz-band---lancamento-do-cd-swing-n-jive__105530Informações da casa:Vendas físicas n' A Autêntica - Segunda à Sexta de 11h às 14h+18 A entrada de menor de 18 anos só é permitida se acompanhado dos pais ou responsável legal.Aceitamos cartões de crédito Visa Mastercard Elo American Express e Diners.Não aceitamos cheques.Não possuímos guarda-volumes.Permitimos o acesso com mochila desde que a mesma seja revistada.Arte da capa: Vitor Garcia
297934893914925,836555646382493,2016-12-17T21:00:00-0200,30130-160,Ignite Music Company apresenta:BULLET BANE - Impavid Colossus Tour em BHBandas Convidadas:Menores AtosMonteseCórdobaSighing ConspiracyData: 17 de Dezembro - 2016Horário: 21:00hLocal: A AutênticaEndereço: Rua Alagoas 1172 Savassi - Belo HorizonteIngressos:Antecipado - R$ 3000Portaria - R$ 3500Ingressos Promocionais (apenas online)Promocional - R$ 2500Combo (2 ingressos) - R$ 4500**** É emitido apenas um ingresso para as duas entradas portando os contemplados devem estar juntos na apresentação do ingresso)Informações:facebook.com/ignitemusiccompanyignitemcompany@gmail.comVendas antecipadas online no Symplahttps://www.sympla.com.br/bullet-bane---impavid-colossus-tour-em-bh__90339Vendas físicas n' A Autêntica - Segunda a Sexta de 11h às 14h✰ +18 A entrada de menor de 18 anos só é permitida se acompanhado dos pais ou responsável legal.Aceitamos cartões de crédito Visa Mastercard Elo American Express e Diners.Não aceitamos cheques.Não possuímos guarda-volumes.Permitimos o acesso com mochila desde que a mesma seja revistada.
1807250026180927,836555646382493,2016-12-16T22:00:00-0200,30130-160,Ana Cañas apresenta novo show em BHA cantora e compositora chega à cidade para a apresentação de show inédito - em novo e diferenciado formato - e repertório cheio de novidades.A primeira metade do show será totalmente solo (apenas voz e violão de aço) e a segunda Ana segue acompanhada pelo baixista (acústico e elétrico) Fábio Sá.No repertório muitos sucessos da cantora como Esconderijo Hoje Nunca Mais Pra Você Guardei O Amor (dueto com Nando Reis) Luz Antiga e Tô Na Vida (parceria com Arnaldo Antunes).Também entram versões inéditas para canções de Tim Maia (Eu Amo Você) Rita Lee (Mamãe Natureza) Nirvana (Come As You Are) entre outras.O novo show tem roteiro e direção assinadas por Marcus Preto.Carla ScenoNatural de Viçosa começou sua história com a música começou aos 11 anos de idade quando ao arriscar suas primeiras notas no violão antigo de sua mãe. Seu primeiro contato com os palcos foi em 2010 no 1° festival de música do colégio Anglo de Viçosa onde ganhou o prêmio de melhor canção e melhor intérprete e não parou mais!Atualmente iniciou uma parceria com a produtora ViProduções que é responsável pela realização do ViJazz & Blues Festival e tem rodado o país com seu novo show. A música ‘Era Pra Ser’ sua grande aposta teve seus arranjos e produção de Nilton Santiago e traz algumas das influências da banda Incognito misturado com alguns elementos da música pop atual.O amor e suas variações é um tema muito recorrente nas canções da compositora que agora investe em suas músicas autorais com o intuito de produzir um CD no próximo ano.ServiçoQuem: Ana Cañas - abertura: Carla ScenoQuando: 16 de Dezembro - 22hOnde: A Autêntica - Rua Alagoas 1172 - Savassi - BHZ/MGQuanto: 30$ promocional / 40$ antecipadoAbertura da casa: 22hVendas antecipadas online no Symplahttps://www.sympla.com.br/ana-canas-n-a-autentica-__102286Vendas físicas n' A Autêntica - Segunda a Sexta de 11h às 14h✰ +18 A entrada de menor de 18 anos só é permitida se acompanhado dos pais ou responsável legal.Aceitamos cartões de crédito Visa Mastercard Elo American Express e Diners.Não aceitamos cheques.Não possuímos guarda-volumes.Permitimos o acesso com mochila desde que a mesma seja revistada.
1165982840116138,836555646382493,2016-12-15T21:00:00-0200,30130-160,Marcos Sacramento – Autorretrato | Abertura: Lucas FainblatParticipação especial Dé Lucas.Data: 15/dez 2016 – Quinta-feiraHorário 21h abertura da casa 22h início dos showsLocal: A Autêntica – Rua Alagoas 1172 – Savassi Belo Horizonte MGIngressos: R$2000 promocional R$2500 antecipadosInformações: (31) 3654-9251Vendas antecipadas online no Sympla: https://www.sympla.com.brVendas físicas n' A Autêntica - Segunda à Sexta de 11h às 14hMarcos Sacramento traz pela 1ª vez a BH - ‘Autorretrato’seu novo CD comemorando 30 anos de carreira.Marcos Sacramento lança o CD ‘Autorretrato’ em seu show homônimo. Com 30 anos de carreira e 11 CDs na bagagem Sacramento desta vez mostra ao público seu mais novo trabalho autoral e com pegada pop.O repertório autobiográfico do CD que dá nome ao show traz crônicas amorosas de encontros e desencontros pelos bairros do Rio sempre cheios de erotismo e ironia como quem ri de si mesmo. A voz precisa destaca o casual o drama das esquinas e também a emoção sexy ou debochada do jogo dos amantes.Além do samba gênero que consagrou Marcos Sacramento o pop ganha corpo no show ‘Autorretrato’ com músicas como ‘Sem Sal’ balada no estilo Kurt Weill.  Na faixa ‘Na rua’ em que descreve ruas e bairros do Rio ele se revela um pouco mais como um “flâneur” uma espécie de João do Rio contemporâneo apaixonado pela alma encantadora das ruas nos 450 anos da cidade.Acompanhado no CD por violão (Luiz Flávio Alcofra) contrabaixo (Pedro Aune) e percussões (Netinho Albuquerque) no show o cantor ganha a contribuição de Daniel Vasques (Brasov) produtor do disco que introduziu sax programações eletrônicas e vocais.No show em Belo Horizonte Dé Lucas faz uma participação especial e Lucas Fainblat o show de abertura acompanhado por Frederico Heliodoro (contrabaixo acústico) e Pablo Dias (cavaquinho).Dé LucasCantor compositor e instrumentista lançou em 2016 seu primeiro CD “Clarear” com canções inéditas sambas que marcaram a sua carreira e participações especiais.  Nascido e criado no bairro Serra berço de grandes sambistas Wanderson Vieira Lucas o Dé Lucas começou a tocar violão e cavaquinho aos 12 anos. Presença constante nas rodas de samba de Belo Horizonte aos 18 integrou diversos grupos de samba entre eles o tradicional Samba da Madrugada. Agora o compositor comemora o lançamento do primeiro CD de sua carreira.“Clarear” tem parcerias com Moacyr Luz Edersom Melão Heleno Augusto Tino Fernandes entre outros. Algumas letras são inéditas outras regravações de sucessos como a música que dá título ao CD Clarear considerada pelo saudoso Mestre Jonas um clássico e magistral samba autoral. A composição também foi vencedora do concurso “Novos Bambas do Samba” realizado pela tradicional casa Carioca da Gema no Rio de Janeiro.Além de trabalho autoral Dé Lucas acompanhou vários músicos de renome como Moacyr Luz Luiz Carlos da Vila Fabiana Cozza Nelson Rufino Zé Luiz do Império Wanderley Monteiro Marquinhos Satã Tantinho da Mangueira Wilson Moreira Moisés Marques entre outros.Lucas FainblatNatural de Belo Horizonte Lucas Fainblat de 27 anos é cantor violonista compositor radialista e atleticano autodidata. Aprendeu com o samba das ruas a desenvolver sua voz marcante e estilo único. Gosta de música sincera natural. Lançou em 2015 seu primeiro disco: Universo Carapuça em parceria com Marcos Frederico lançado em vinil e em CD. No mesmo ano ganhou o primeiro concurso mineiro de Samba Enredo realizado na Serraria Souza Pinto.É parceiro de alguns bons amigos e amigo de alguns bons parceiros. Ao lado de uns compôs canções como Pitica Bumbum e Pagodeiro da Doblô. Com outros Auto retrato e Flor do mato. Entre umas e outras lá se vão mais de 60 canções. São Sambas Boleros e outros casos sérios. Já foi intérprete de escola de samba na avenida já fundou e afundou roda de samba e bloco de carnaval. Cantou em Gafieira e castigou Samba de Breque. Mas gosta mesmo é de tocar pelos botecos da cidade despretensiosamente...SERVIÇO:Quem: Marcos Sacramento - Autoretrato + Lucas Fainblat - Part. Dé LucasQuando: 15 de dezembro - 21hOnde: A Autêntica - Rua Alagoas 1172 - SavassiQuanto: Promocional 20$ / Antecipado 25$Vendas antecipadas online no Symplahttps://www.sympla.com.br/marcos-sacramento---autoretrato--lucas-fainblat---part-de-lucas__105272Vendas físicas n' A Autêntica - Segunda à Sexta de 11h às 14h+18 A entrada de menor de 18 anos só é permitida se acompanhado dos pais ou responsável legal.Aceitamos cartões de crédito Visa Mastercard Elo American Express e Diners.Não aceitamos cheques.Não possuímos guarda-volumes.Permitimos o acesso com mochila desde que a mesma seja revistada.
1900119950216154,836555646382493,2016-12-13T19:00:00-0200,30130-160,Sarau de música e outras artes. Entrada: R$100 (Um real). Para agendar sua participação musical nas edições seguintes mande seu material para saraudofilizzola@gmail.com. Cada apresentação musical deve durar no máximo 10 minutos. O artista deverá tocar de uma a no máximo três músicas cuidando para que o tempo total da apresentação incluindo as falas não ultrapasse 10 minutos. Nossa preferência é por trabalhos autorais. Poetas e artistas de outras áreas também devem agendar com antecedência suas apresentações. Como o foco do sarau é a música autoral os poetas deverão se apresentar durante a montagem do palco para os números musicais e suas apresentações devem limitar-se a um único poema não muito longo. Mais informações em www.saraudofilizzola.com
492970114242018,836555646382493,2016-12-11T11:00:00-0200,30130-160,23o Festival de Fim de Ano da Pro-MusicA Pro-Music Escola de Música tem o prazer em apresentar seu 23o festival de fim de ano.O espetáculo que acontecerá na casa de shows “A Autêntica” reunirá alunos de todas as faixas etárias para uma apresentação inesquecível. O evento acontecerá no dia 11/12a partir das 11:00hs na casa de Show A Autêntica.Além dos alunos professores e convidados especiais dividirão o palco da grande festa.Atenciosamente.Departamento de Eventos da Pro-Music.Preços:R$2500 (até 30/09)R$3500 (até 10/12)R$4000 (dia 11/12 - bilheteria)Vendas: sympla.com.br ou na bilheteria da Autêntica.✰ +18 A entrada de menor de 18 anos só é permitida se acompanhado dos pais ou responsável legal.Aceitamos cartões de crédito Visa Mastercard Elo American Express e Diners.Não aceitamos cheques.Não possuímos guarda-volumes.Permitimos o acesso com mochila desde que a mesma seja revistada.
1051738078256913,836555646382493,2016-12-10T22:00:00-0200,30130-160,Impurity + Holocausto + Bode PretoImpurity - BrasilEmergiu das profundezas de Belo Horizonte Minas Gerais Brasil onde outras bandas notáveis como SARCÓFAGO SEPULTURA MUTILATOR HOLOCAUSTO e SEXTRASH residiam em meados dos anos 80. Influenciado por antigas bandas de Black  Metal como VENOM CELTIC FROST HELLHAMMER SAMAEL BATHORY BLASPHEMY  se propuseram a criar o seu próprio ruído profano há mais de 27 anos atrás. Sua estreia sonora foi em 1989 com Demo tape intitulada The Impurity Temple Logo mais tarde a banda lançou seu LP de estréia The Lamb's Fury em junho de 1993.  As músicas contidas são puro Black Metal brasileiro com vocais no estilo do Nuclear Holocausto of Bloody Vengeance do BEHERIT e bateria que lembra o desempenho do DD Crazy de SARCÓFAGO em I.N.R.I. Hail Satanas!!!HolocaustowarmetaloficialHolocausto a máquina de guerra suja foi acionada novamente.Uma das bandas mais malditas e brutais da primeira geração de metal extremo brasileiro está de volta ao front de guerra.Holocausto é uma das principais bandas de metal do brasil considerada a primeira banda de war metal do mundo. Já no início as primeiras composições já contém témáticas apocalípticas e controversas como guerras e nazismo e a brutalidade sonora extrema característica das bandas de belo horizonte como sepultura e sarcófago.Nesse mesmo ano em um acampamento o baixista marco morre afogado num lamentável acidente uma perda terrível para a banda. Antes de morrer marco deixa algumas composições dentre elas a música massacre gravada na demo-tape de mesmo nome e para seu lugar entra anderson guerrilheiro baixista da banda massacre. Em 1987 após a saída de nedson warfare entra armando nuclear soldier (sarcófago) e gravam o clássico absoluto campo de extermínio controverso e maldito. Um dos discos mais polêmicos e bastardos do metal sul americano. A agressividade rompia todas as barreiras e era levada ao último expoente nos shows da década de oitenta.Por motivos pessoais valério exterminator e armando deixam a banda já com um segundo disco na linha do campo de extermínio quase todo composto. Essas baixas são muito sentidas principalmente em relação a sonoridade já que exterminator era seu principal compositor.Entre os anos de 88 a 93 passam por várias mudanças na formação e na estética e gravam blocked minds (crossover) 1988 negatives (technical thrash metal) 1990 e tozago as deismno (industrial/avant garde metal) 1993. Em 1994 cessam as atividades e só retornam a ativa 10 anos depois onde gravam o albúm de volta ao front (warcore) em 2004. Em 2007 encerram as atividades novamente.Agora o holocausto retorna definitivamente as suas raízes extremas tocando o puro war metal do início da banda. Para isso contam em suas fileiras com os veteranos cães de guerra da clássica formação de 1985. Rodrigo f valério exterminator anderson guerrilheiro e nedson warfare executam com fúria o clássico material da era war metal e já compõem novos petardos de metal de guerra que serão gravados e lançados em breve.A cadela raivosa e bastarda está novamente no cio. Holocausto war metal!Bode PretoFormado em 2009 em Teresina PI. Tendo lançado o Dark Night EP em 2010 (a faixa Sweet Fever aparece no CD compilacão Fear Candy da Terrorizer Magazine # 201 - UK). No início de 2012 eles começam a trabalhar na produção do álbum de estréia a partir de abril e terminando em outubro. O resultado é o debut álbum completo Inverted Blood [a faixa Elytron (Succubus) aparece no CD Fear Candy da Terrorizer Magazine # 232 - UK].Já com o novo membro Adelson Souza (ex-The Endoparasites e ex-Grave Desecrator) na bateria e participação especial de Fábio Jhasko Sarcófago (The Laws of Scourge/Crush Kill Destroy era) gravando solos em 3 músicas. Inverted Blood foi lançado em dezembro de 2012 no Brasil por Death Noise Prod. / Laja Records (digipak CD) na Alemanha por Ketzer Records (CD) e no Reino Unido por Goatprayer Records (K7).No dia 02 de junho de 2014 Inverted Blood foi lançado como 12 LP na Alemanha pelo selo Unholy Prophecies Records. Com edição especial de 500 exemplares sendo 150 cópias de vinil vermelho 180 gramas e 350 de vinil preto.Em dezembro de 2013 a banda participa do festival Profana Aliança Nacional - Ritual IV na lendária casa de shows paulistana Fofinho Rock Bar. Em outubro de 2014 participam do Exhale the Sound Festival em Belo Horizonte quando tocam pela primeira vez com Rodrigo F. no baixo e backing vocals. Em 2015 Rodrigo é efetivado como membro oficial da banda trazendo consigo seu histórico que remonta aos primórdios e perpetuação do Metal extremo no Brasil foi o responsável pelos vocais do disco de estréia do Holocausto Campo de Extermínio e baterista por anos do Impurity. Ambas bandas seminais da cena áurea mineira.Em setembro de 2015 participam do Floripa Noise Festival na capital catarinense.Acabam de finalizar uma mini-tour pela região Sul do Brasil tendo realizado 4 shows em Santa Catarina e no Rio Grande do Sul no mês de setembro de 2016.Foi lançando o segundo disco em dezembro de 2015 no Brasil pela Läjä Records (LP 180g) e no restante do mundo pela gravadora italiana Iron Tyrant (LP CD e Picture Disc). Mystic Massacre é o título do álbum conta com participação especial de Goat (ex-Von atual Von Goat) que escreveu letras e gravou vocais em 2 músicas (Dirty Honey e Parade). Essa participação foi feita à distância e sua parte gravada em Las Vegas USA. O disco contém 12 músicas mais Intro e Outro.ServiçoO que: A noite mais pesada do anoQuem: Impurity + Holocausto + Bode PretoQuando: 10 de Dezembro - 22hOnde: A Autêntica - Rua Alagoas 1171 - Savassi - BHZ/MGQuanto: 25$ antecipado / 30$ portariaVendas antecipadas online no Symplahttps://www.sympla.com.br/a-noite-mais-pesada-do-ano-impurity--holocausto--bode-preto__92469Vendas físicas n' A Autêntica - Segunda a Sexta de 11h às 14h✰ +18 A entrada de menor de 18 anos só é permitida se acompanhado dos pais ou responsável legal.Aceitamos cartões de crédito Visa Mastercard Elo American Express e Diners.Não aceitamos cheques.Não possuímos guarda-volumes.Permitimos o acesso com mochila desde que a mesma seja revistada.
